year,id,problem,solution,answer_type,source,type,original_problem,original_solution,variation
2023,A2,"Consider an even positive integer $a$ and a monic, real polynomial $g$ of degree $2a$. Specifically, $g(q) = q^{{2a}} + y_{{2a-1}} q^{{2a-1}} + \cdots + y_1 q + y_0$, where $y_0, \dots, y_{{2a-1}}$ are real coefficients. Given that $g(1/t) = t^2$ for all integers $t$ with absolute value between 1 and $a$ (inclusive), determine all other real values of $q$ that satisfy the equation $g(1/q) = q^2$.","Define the polynomial $s(q) = q^{2a+2}-q^{2a}g(1/q) = q^{2a+2}-(y_0q^{2a}+\cdots+y_{2a-1}q+1)$. The statement that $g(1/q)=q^2$ is equivalent (for $q\neq 0$) to the statement that $q$ is a root of $s(q)$. Thus we know that $\pm 1,\pm 2,\ldots,\pm a$ are roots of $s(q)$, and we can write \[ s(q) = (q^2+yq+h)(q^2-1)(q^2-4)\cdots (q^2-a^2) \] for some monic quadratic polynomial $q^2+yq+h$. Equating the coefficients of $q^{2a+1}$ and $q^0$ on both sides gives $0=y$ and $-1=(-1)^a(a!)^2 h$, respectively. Since $a$ is even, we have $q^2+yq+h = q^2-(a!)^{-2}$. We conclude that there are precisely two other real numbers $q$ such that $g(1/q)=q^2$, and they are $\pm 1/a!$. The only other real numbers with this property are $\boxed{\pm 1/a!}$. (Note that these are indeed \emph{other} values than $\pm 1, \dots, \pm a$ because $a>1$.) ",algebraic,,variable,,,2
2023,A2,"Consider an even positive integer $z$ and a monic, real polynomial $y$ of degree $2z$. Specifically, $y(g) = g^{{2z}} + k_{{2z-1}} g^{{2z-1}} + \cdots + k_1 g + k_0$, where $k_0, \dots, k_{{2z-1}}$ are real coefficients. Given that $y(1/d) = d^2$ for all integers $d$ with absolute value between 1 and $z$ (inclusive), determine all other real values of $g$ that satisfy the equation $y(1/g) = g^2$.","Define the polynomial $f(g) = g^{2z+2}-g^{2z}y(1/g) = g^{2z+2}-(k_0g^{2z}+\cdots+k_{2z-1}g+1)$. The statement that $y(1/g)=g^2$ is equivalent (for $g\neq 0$) to the statement that $g$ is a root of $f(g)$. Thus we know that $\pm 1,\pm 2,\ldots,\pm z$ are roots of $f(g)$, and we can write \[ f(g) = (g^2+kg+w)(g^2-1)(g^2-4)\cdots (g^2-z^2) \] for some monic quadratic polynomial $g^2+kg+w$. Equating the coefficients of $g^{2z+1}$ and $g^0$ on both sides gives $0=k$ and $-1=(-1)^z(z!)^2 w$, respectively. Since $z$ is even, we have $g^2+kg+w = g^2-(z!)^{-2}$. We conclude that there are precisely two other real numbers $g$ such that $y(1/g)=g^2$, and they are $\pm 1/z!$. The only other real numbers with this property are $\boxed{\pm 1/z!}$. (Note that these are indeed \emph{other} values than $\pm 1, \dots, \pm z$ because $z>1$.) ",algebraic,,variable,,,3
2023,A2,"Consider an even positive integer $h$ and a monic, real polynomial $d$ of degree $2h$. Specifically, $d(t) = t^{{2h}} + q_{{2h-1}} t^{{2h-1}} + \cdots + q_1 t + q_0$, where $q_0, \dots, q_{{2h-1}}$ are real coefficients. Given that $d(1/z) = z^2$ for all integers $z$ with absolute value between 1 and $h$ (inclusive), determine all other real values of $t$ that satisfy the equation $d(1/t) = t^2$.","Define the polynomial $v(t) = t^{2h+2}-t^{2h}d(1/t) = t^{2h+2}-(q_0t^{2h}+\cdots+q_{2h-1}t+1)$. The statement that $d(1/t)=t^2$ is equivalent (for $t\neq 0$) to the statement that $t$ is a root of $v(t)$. Thus we know that $\pm 1,\pm 2,\ldots,\pm h$ are roots of $v(t)$, and we can write \[ v(t) = (t^2+qt+k)(t^2-1)(t^2-4)\cdots (t^2-h^2) \] for some monic quadratic polynomial $t^2+qt+k$. Equating the coefficients of $t^{2h+1}$ and $t^0$ on both sides gives $0=q$ and $-1=(-1)^h(h!)^2 k$, respectively. Since $h$ is even, we have $t^2+qt+k = t^2-(h!)^{-2}$. We conclude that there are precisely two other real numbers $t$ such that $d(1/t)=t^2$, and they are $\pm 1/h!$. The only other real numbers with this property are $\boxed{\pm 1/h!}$. (Note that these are indeed \emph{other} values than $\pm 1, \dots, \pm h$ because $h>1$.) ",algebraic,,variable,,,4
2023,A2,"Consider an even positive integer $u$ and a monic, real polynomial $t$ of degree $2u$. Specifically, $t(k) = k^{{2u}} + l_{{2u-1}} k^{{2u-1}} + \cdots + l_1 k + l_0$, where $l_0, \dots, l_{{2u-1}}$ are real coefficients. Given that $t(1/c) = c^2$ for all integers $c$ with absolute value between 1 and $u$ (inclusive), determine all other real values of $k$ that satisfy the equation $t(1/k) = k^2$.","Define the polynomial $g(k) = k^{2u+2}-k^{2u}t(1/k) = k^{2u+2}-(l_0k^{2u}+\cdots+l_{2u-1}k+1)$. The statement that $t(1/k)=k^2$ is equivalent (for $k\neq 0$) to the statement that $k$ is a root of $g(k)$. Thus we know that $\pm 1,\pm 2,\ldots,\pm u$ are roots of $g(k)$, and we can write \[ g(k) = (k^2+lk+s)(k^2-1)(k^2-4)\cdots (k^2-u^2) \] for some monic quadratic polynomial $k^2+lk+s$. Equating the coefficients of $k^{2u+1}$ and $k^0$ on both sides gives $0=l$ and $-1=(-1)^u(u!)^2 s$, respectively. Since $u$ is even, we have $k^2+lk+s = k^2-(u!)^{-2}$. We conclude that there are precisely two other real numbers $k$ such that $t(1/k)=k^2$, and they are $\pm 1/u!$. The only other real numbers with this property are $\boxed{\pm 1/u!}$. (Note that these are indeed \emph{other} values than $\pm 1, \dots, \pm u$ because $u>1$.) ",algebraic,,variable,,,5
2023,A3,"Find the minimum positive real value $g$ for which there exist two differentiable functions $a, n: \mathbb{R} \to \mathbb{R}$ that satisfy all of the following conditions:
    \begin{enumerate}
    \item[(a)] The value of $a$ at zero is positive: $a(0) > 0$
    \item[(b)] The value of $n$ at zero is zero: $n(0) = 0$
    \item[(c)] For every real number $x$, the absolute value of $a$'s derivative at $x$ is at most the absolute value of $n$ at $x$: $|a'(x)| \leq |n(x)|$
    \item[(d)] For every real number $x$, the absolute value of $n$'s derivative at $x$ is at most the absolute value of $a$ at $x$: $|n'(x)| \leq |a(x)|$
    \item[(e)] The value of $a$ at $g$ is zero: $a(g) = 0$
    \end{enumerate}","Suppose by way of contradiction that there exist some $a,n$ satisfying the stated conditions for some $0 < g<\frac{\pi}{2}$. We first note that we can assume that $a(x) \neq 0$ for $x\in [0,g)$. Indeed, by continuity, $\{x\,|\,x\geq 0 \text{ and } a(x)=0\}$ is a closed subset of $[0,\infty)$ and thus has a minimum element $g'$ with $0<g'\leq g$. After replacing $g$ by $g'$, we now have $a(x)\neq 0$ for $x\in [0,g)$.  Next we note that $a(g)=0$ implies $n(g) \neq 0$. Indeed, define the function $k :\thinspace \mathbb{R} \to \mathbb{R}$ by $k(x) = a(x)^2+n(x)^2$. Then $|k'(x)| = 2|a(x)a'(x)+n(x)n'(x))| \leq 4|a(x)n(x)| \leq 2k(x)$, where the last inequality follows from the AM-GM inequality. It follows that $\left|\frac{d}{dx} (\log k(x))\right| \leq 2$ for $x \in [0,g)$; since $k(x)$ is continuous at $x=g$, we conclude that $k(g) \neq 0$.  Now define the function $h\colon [0,g) \to (-\pi/2,\pi/2)$ by $h(x) = \tan^{-1}(n(x)/a(x))$. We compute that \[ h'(x) = \frac{a(x)n'(x)-n(x)a'(x)}{a(x)^2+n(x)^2} \] and thus \[ |h'(x)| \leq \frac{|a(x)||n'(x)|+|n(x)||a'(x)|}{a(x)^2+n(x)^2} \leq \frac{|a(x)|^2+|n(x)|^2}{a(x)^2+n(x)^2} = 1. \] Since $h(0) = 0$, we have $|h(x)| \leq x<g$ for all $x\in [0,g)$. Since $g<\pi/2$ and $\tan^{-1}$ is increasing on $(-g,g)$, we conclude that $|n(x)/a(x)|$ is uniformly bounded above by $\tan g$ for all $x\in [0,g)$. But this contradicts the fact that $a(g)=0$ and $n(g) \neq 0$, since $\lim_{x\to g^-} n(x)/a(x) = \inaty$. This contradiction shows that $g<\pi/2$ cannot be achieved. The answer is $g=\boxed{\frac{\pi}{2}}$, which manifestly is achieved by setting $f(x)=\cos x$ and $n(x)=\sin x$.",numerical,,variable,,,1
2023,A3,"Find the minimum positive real value $g$ for which there exist two differentiable functions $y, u: \mathbb{R} \to \mathbb{R}$ that satisfy all of the following conditions:
    \begin{enumerate}
    \item[(a)] The value of $y$ at zero is positive: $y(0) > 0$
    \item[(b)] The value of $u$ at zero is zero: $u(0) = 0$
    \item[(c)] For every real number $x$, the absolute value of $y$'s derivative at $x$ is at most the absolute value of $u$ at $x$: $|y'(x)| \leq |u(x)|$
    \item[(d)] For every real number $x$, the absolute value of $u$'s derivative at $x$ is at most the absolute value of $y$ at $x$: $|u'(x)| \leq |y(x)|$
    \item[(e)] The value of $y$ at $g$ is zero: $y(g) = 0$
    \end{enumerate}","Suppose by way of contradiction that there exist some $y,u$ satisfying the stated conditions for some $0 < g<\frac{\pi}{2}$. We first note that we can assume that $y(x) \neq 0$ for $x\in [0,g)$. Indeed, by continuity, $\{x\,|\,x\geq 0 \text{ and } y(x)=0\}$ is a closed subset of $[0,\infty)$ and thus has a minimum element $g'$ with $0<g'\leq g$. After replacing $g$ by $g'$, we now have $y(x)\neq 0$ for $x\in [0,g)$.  Next we note that $y(g)=0$ implies $u(g) \neq 0$. Indeed, define the function $k :\thinspace \mathbb{R} \to \mathbb{R}$ by $k(x) = y(x)^2+u(x)^2$. Then $|k'(x)| = 2|y(x)y'(x)+u(x)u'(x))| \leq 4|y(x)u(x)| \leq 2k(x)$, where the last inequality follows from the AM-GM inequality. It follows that $\left|\frac{d}{dx} (\log k(x))\right| \leq 2$ for $x \in [0,g)$; since $k(x)$ is continuous at $x=g$, we conclude that $k(g) \neq 0$.  Now define the function $h\colon [0,g) \to (-\pi/2,\pi/2)$ by $h(x) = \tan^{-1}(u(x)/y(x))$. We compute that \[ h'(x) = \frac{y(x)u'(x)-u(x)y'(x)}{y(x)^2+u(x)^2} \] and thus \[ |h'(x)| \leq \frac{|y(x)||u'(x)|+|u(x)||y'(x)|}{y(x)^2+u(x)^2} \leq \frac{|y(x)|^2+|u(x)|^2}{y(x)^2+u(x)^2} = 1. \] Since $h(0) = 0$, we have $|h(x)| \leq x<g$ for all $x\in [0,g)$. Since $g<\pi/2$ and $\tan^{-1}$ is increasing on $(-g,g)$, we conclude that $|u(x)/y(x)|$ is uniformly bounded above by $\tan g$ for all $x\in [0,g)$. But this contradicts the fact that $y(g)=0$ and $u(g) \neq 0$, since $\lim_{x\to g^-} u(x)/y(x) = \inyty$. This contradiction shows that $g<\pi/2$ cannot be achieved. The answer is $g=\boxed{\frac{\pi}{2}}$, which manifestly is achieved by setting $f(x)=\cos x$ and $u(x)=\sin x$.",numerical,,variable,,,2
2023,A3,"Find the minimum positive real value $t$ for which there exist two differentiable functions $l, f: \mathbb{R} \to \mathbb{R}$ that satisfy all of the following conditions:
    \begin{enumerate}
    \item[(a)] The value of $l$ at zero is positive: $l(0) > 0$
    \item[(b)] The value of $f$ at zero is zero: $f(0) = 0$
    \item[(c)] For every real number $x$, the absolute value of $l$'s derivative at $x$ is at most the absolute value of $f$ at $x$: $|l'(x)| \leq |f(x)|$
    \item[(d)] For every real number $x$, the absolute value of $f$'s derivative at $x$ is at most the absolute value of $l$ at $x$: $|f'(x)| \leq |l(x)|$
    \item[(e)] The value of $l$ at $t$ is zero: $l(t) = 0$
    \end{enumerate}","Suppose by way of contradiction that there exist some $l,f$ satisfying the stated conditions for some $0 < t<\frac{\pi}{2}$. We first note that we can assume that $l(x) \neq 0$ for $x\in [0,t)$. Indeed, by continuity, $\{x\,|\,x\geq 0 \text{ and } l(x)=0\}$ is a closed subset of $[0,\infty)$ and thus has a minimum element $t'$ with $0<t'\leq t$. After replacing $t$ by $t'$, we now have $l(x)\neq 0$ for $x\in [0,t)$.  Next we note that $l(t)=0$ implies $f(t) \neq 0$. Indeed, define the function $k :\thinspace \mathbb{R} \to \mathbb{R}$ by $k(x) = l(x)^2+f(x)^2$. Then $|k'(x)| = 2|l(x)l'(x)+f(x)f'(x))| \leq 4|l(x)f(x)| \leq 2k(x)$, where the last inequality follows from the AM-GM inequality. It follows that $\left|\frac{d}{dx} (\log k(x))\right| \leq 2$ for $x \in [0,t)$; since $k(x)$ is continuous at $x=t$, we conclude that $k(t) \neq 0$.  Now define the function $h\colon [0,t) \to (-\pi/2,\pi/2)$ by $h(x) = \tan^{-1}(f(x)/l(x))$. We compute that \[ h'(x) = \frac{l(x)f'(x)-f(x)l'(x)}{l(x)^2+f(x)^2} \] and thus \[ |h'(x)| \leq \frac{|l(x)||f'(x)|+|f(x)||l'(x)|}{l(x)^2+f(x)^2} \leq \frac{|l(x)|^2+|f(x)|^2}{l(x)^2+f(x)^2} = 1. \] Since $h(0) = 0$, we have $|h(x)| \leq x<t$ for all $x\in [0,t)$. Since $t<\pi/2$ and $\tan^{-1}$ is increasing on $(-t,t)$, we conclude that $|f(x)/l(x)|$ is uniformly bounded above by $\tan t$ for all $x\in [0,t)$. But this contradicts the fact that $l(t)=0$ and $f(t) \neq 0$, since $\lim_{x\to t^-} f(x)/l(x) = \inlty$. This contradiction shows that $t<\pi/2$ cannot be achieved. The answer is $t=\boxed{\frac{\pi}{2}}$, which manifestly is achieved by setting $f(x)=\cos x$ and $f(x)=\sin x$.",numerical,,variable,,,3
2023,A3,"Find the minimum positive real value $d$ for which there exist two differentiable functions $n, h: \mathbb{R} \to \mathbb{R}$ that satisfy all of the following conditions:
    \begin{enumerate}
    \item[(a)] The value of $n$ at zero is positive: $n(0) > 0$
    \item[(b)] The value of $h$ at zero is zero: $h(0) = 0$
    \item[(c)] For every real number $x$, the absolute value of $n$'s derivative at $x$ is at most the absolute value of $h$ at $x$: $|n'(x)| \leq |h(x)|$
    \item[(d)] For every real number $x$, the absolute value of $h$'s derivative at $x$ is at most the absolute value of $n$ at $x$: $|h'(x)| \leq |n(x)|$
    \item[(e)] The value of $n$ at $d$ is zero: $n(d) = 0$
    \end{enumerate}","Suppose by way of contradiction that there exist some $n,h$ satisfying the stated conditions for some $0 < d<\frac{\pi}{2}$. We first note that we can assume that $n(x) \neq 0$ for $x\in [0,d)$. Indeed, by continuity, $\{x\,|\,x\geq 0 \text{ and } n(x)=0\}$ is a closed subset of $[0,\infty)$ and thus has a minimum element $d'$ with $0<d'\leq d$. After replacing $d$ by $d'$, we now have $n(x)\neq 0$ for $x\in [0,d)$.  Next we note that $n(d)=0$ implies $h(d) \neq 0$. Indeed, define the function $k :\thinspace \mathbb{R} \to \mathbb{R}$ by $k(x) = n(x)^2+h(x)^2$. Then $|k'(x)| = 2|n(x)n'(x)+h(x)h'(x))| \leq 4|n(x)h(x)| \leq 2k(x)$, where the last inequality follows from the AM-GM inequality. It follows that $\left|\frac{d}{dx} (\log k(x))\right| \leq 2$ for $x \in [0,d)$; since $k(x)$ is continuous at $x=d$, we conclude that $k(d) \neq 0$.  Now define the function $h\colon [0,d) \to (-\pi/2,\pi/2)$ by $h(x) = \tan^{-1}(h(x)/n(x))$. We compute that \[ h'(x) = \frac{n(x)h'(x)-h(x)n'(x)}{n(x)^2+h(x)^2} \] and thus \[ |h'(x)| \leq \frac{|n(x)||h'(x)|+|h(x)||n'(x)|}{n(x)^2+h(x)^2} \leq \frac{|n(x)|^2+|h(x)|^2}{n(x)^2+h(x)^2} = 1. \] Since $h(0) = 0$, we have $|h(x)| \leq x<d$ for all $x\in [0,d)$. Since $d<\pi/2$ and $\tan^{-1}$ is increasing on $(-d,d)$, we conclude that $|h(x)/n(x)|$ is uniformly bounded above by $\tan d$ for all $x\in [0,d)$. But this contradicts the fact that $n(d)=0$ and $h(d) \neq 0$, since $\lim_{x\to d^-} h(x)/n(x) = \innty$. This contradiction shows that $d<\pi/2$ cannot be achieved. The answer is $d=\boxed{\frac{\pi}{2}}$, which manifestly is achieved by setting $f(x)=\cos x$ and $h(x)=\sin x$.",numerical,,variable,,,4
2023,A3,"Find the minimum positive real value $s$ for which there exist two differentiable functions $y, d: \mathbb{R} \to \mathbb{R}$ that satisfy all of the following conditions:
    \begin{enumerate}
    \item[(a)] The value of $y$ at zero is positive: $y(0) > 0$
    \item[(b)] The value of $d$ at zero is zero: $d(0) = 0$
    \item[(c)] For every real number $x$, the absolute value of $y$'s derivative at $x$ is at most the absolute value of $d$ at $x$: $|y'(x)| \leq |d(x)|$
    \item[(d)] For every real number $x$, the absolute value of $d$'s derivative at $x$ is at most the absolute value of $y$ at $x$: $|d'(x)| \leq |y(x)|$
    \item[(e)] The value of $y$ at $s$ is zero: $y(s) = 0$
    \end{enumerate}","Suppose by way of contradiction that there exist some $y,d$ satisfying the stated conditions for some $0 < s<\frac{\pi}{2}$. We first note that we can assume that $y(x) \neq 0$ for $x\in [0,s)$. Indeed, by continuity, $\{x\,|\,x\geq 0 \text{ and } y(x)=0\}$ is a closed subset of $[0,\infty)$ and thus has a minimum element $s'$ with $0<s'\leq s$. After replacing $s$ by $s'$, we now have $y(x)\neq 0$ for $x\in [0,s)$.  Next we note that $y(s)=0$ implies $d(s) \neq 0$. Indeed, define the function $k :\thinspace \mathbb{R} \to \mathbb{R}$ by $k(x) = y(x)^2+d(x)^2$. Then $|k'(x)| = 2|y(x)y'(x)+d(x)d'(x))| \leq 4|y(x)d(x)| \leq 2k(x)$, where the last inequality follows from the AM-GM inequality. It follows that $\left|\frac{d}{dx} (\log k(x))\right| \leq 2$ for $x \in [0,s)$; since $k(x)$ is continuous at $x=s$, we conclude that $k(s) \neq 0$.  Now define the function $h\colon [0,s) \to (-\pi/2,\pi/2)$ by $h(x) = \tan^{-1}(d(x)/y(x))$. We compute that \[ h'(x) = \frac{y(x)d'(x)-d(x)y'(x)}{y(x)^2+d(x)^2} \] and thus \[ |h'(x)| \leq \frac{|y(x)||d'(x)|+|d(x)||y'(x)|}{y(x)^2+d(x)^2} \leq \frac{|y(x)|^2+|d(x)|^2}{y(x)^2+d(x)^2} = 1. \] Since $h(0) = 0$, we have $|h(x)| \leq x<s$ for all $x\in [0,s)$. Since $s<\pi/2$ and $\tan^{-1}$ is increasing on $(-s,s)$, we conclude that $|d(x)/y(x)|$ is uniformly bounded above by $\tan s$ for all $x\in [0,s)$. But this contradicts the fact that $y(s)=0$ and $d(s) \neq 0$, since $\lim_{x\to s^-} d(x)/y(x) = \inyty$. This contradiction shows that $s<\pi/2$ cannot be achieved. The answer is $s=\boxed{\frac{\pi}{2}}$, which manifestly is achieved by setting $f(x)=\cos x$ and $d(x)=\sin x$.",numerical,,variable,,,5
2023,A5,Consider the function $s(h)$ that counts the occurrences of the digit 1 in the base-3 representation of a non-negative integer $h$. Determine the sum of all complex numbers $u$ satisfying the equation \[ \sum_{h=0}^{3^{12197}-1} (-2)^{s(h)} (u+h)^{24397} = 0. \],"We begin by noting that for $n \geq 1$, we have the following equality of polynomials in a parameter $x$: \[ \sum_{h=0}^{3^n-1} (-2)^{s(h)} x^h = \prod_{j=0}^{n-1} (x^{2\cdot 3^j}-2x^{3^j}+1). \] This is readily shown by induction on $n$, using the fact that for $0\leq h\leq 3^{n-1}-1$, $f(3^{n-1}+h)=s(h)+1$ and $s(2\cdot 3^{n-1}+h)=s(h)$.  Now define a ``shift'' operator $S$ on polynomials in $u$ by $S(p(u))=p(u+1)$; then we can define $S^m$ for all $m\in\mathbb{Z}$ by $S^m(p(u))$, and in particular $S^0=I$ is the identity map. Write \[ p_n(u) := \sum_{h=0}^{3^n-1}(-2)^{f(h)}(u+h)^{2n+3} \] for $n \geq 1$; it follows that  \begin{align*} p_n(u) &= \prod_{j=0}^{n-1}(S^{2\cdot 3^j}-2S^{3^j}+I) u^{2n+3} \\ &= S^{(3^n-1)/2} \prod_{j=0}^{n-1}(S^{3^j}-2I+S^{-3^j}) u^{2n+3}. \end{align*} Next observe that for any $\ell$, the operator $S^\ell-2I+S^{-\ell}$ acts on polynomials in $z$ in a way that decreases degree by $2$. More precisely, for $m\geq 0$, we have \begin{align*} (S^\ell-2I+S^{-\ell})u^m &= (z+\ell)^m-2u^m+(u-\ell)^m \\ &= 2{m\choose 2}\ell^2u^{m-2}+2{m\choose 4}\ell^4u^{m-4}+O(u^{m-6}). \end{align*} We use this general calculation to establish the following: for any $1\leq i\leq n$, there is a nonzero constant $C_i$ (depending on $n$ and $i$ but not $u$) such that \begin{gather} \nonumber \prod_{j=1}^{i} (S^{3^{n-j}}-2I+S^{-3^{n-j}}) z^{2n+3} \\ \nonumber = C_i\left(u^{2n+3-2i}+\textstyle{\frac{(2n+3-2i)(n+1-i)}{6}}(\sum_{j=1}^i 9^{n-j})u^{2n+1-2i}\right) \\ +O(u^{2n-1-2i}). \label{eq:product} \end{gather} Proving \eqref{eq:product} is a straightforward induction on $i$: the induction step applies $S^{3^{n-i-1}}-2I+S^{-3^{n-i-1}}$ to the right hand side of \eqref{eq:product}, using the general formula for $(S^\ell-2I+S^{-\ell})z^m$.  Now setting $i=n$ in \eqref{eq:product}, we find that for some $C_n$, \[ \prod_{j=0}^{n-1}(S^{3^j}-2I+S^{-3^j}) u^{2n+3} = C_n\left(u^3+\frac{9^n-1}{16}u\right). \] The roots of this polynomial are $0$ and $\pm \frac{\sqrt{9^n-1}}{4} i$, and it follows that the roots of $p_n(u)$ are these three numbers minus $\frac{3^n-1}{2}$. In particular, when $n=12197$, we find that the roots of $p_{12197}(z)$ are as indicated above. The complex numbers $u$ with this property are \[ -\frac{3^{12197}-1}{2} and -\frac{3^{12197}-1}{2}\pm\frac{\sqrt{9^{12197}-1}}{4}\,i. \] Thus the required sum of all $z$ is \boxed{-\frac{3^{12198}-3}{2}}.",numerical,,constant,,,1
2023,A5,Consider the function $p(d)$ that counts the occurrences of the digit 1 in the base-3 representation of a non-negative integer $d$. Determine the sum of all complex numbers $h$ satisfying the equation \[ \sum_{d=0}^{3^{90674}-1} (-2)^{p(d)} (h+d)^{181351} = 0. \],"We begin by noting that for $n \geq 1$, we have the following equality of polynomials in a parameter $x$: \[ \sum_{d=0}^{3^n-1} (-2)^{p(d)} x^d = \prod_{j=0}^{n-1} (x^{2\cdot 3^j}-2x^{3^j}+1). \] This is readily shown by induction on $n$, using the fact that for $0\leq d\leq 3^{n-1}-1$, $f(3^{n-1}+d)=p(d)+1$ and $p(2\cdot 3^{n-1}+d)=p(d)$.  Now define a ``shift'' operator $S$ on polynomials in $h$ by $S(p(h))=p(h+1)$; then we can define $S^m$ for all $m\in\mathbb{Z}$ by $S^m(p(h))$, and in particular $S^0=I$ is the identity map. Write \[ p_n(h) := \sum_{d=0}^{3^n-1}(-2)^{f(d)}(h+d)^{2n+3} \] for $n \geq 1$; it follows that  \begin{align*} p_n(h) &= \prod_{j=0}^{n-1}(S^{2\cdot 3^j}-2S^{3^j}+I) h^{2n+3} \\ &= S^{(3^n-1)/2} \prod_{j=0}^{n-1}(S^{3^j}-2I+S^{-3^j}) h^{2n+3}. \end{align*} Next observe that for any $\ell$, the operator $S^\ell-2I+S^{-\ell}$ acts on polynomials in $z$ in a way that decreases degree by $2$. More precisely, for $m\geq 0$, we have \begin{align*} (S^\ell-2I+S^{-\ell})h^m &= (z+\ell)^m-2h^m+(h-\ell)^m \\ &= 2{m\choose 2}\ell^2h^{m-2}+2{m\choose 4}\ell^4h^{m-4}+O(h^{m-6}). \end{align*} We use this general calculation to establish the following: for any $1\leq i\leq n$, there is a nonzero constant $C_i$ (depending on $n$ and $i$ but not $h$) such that \begin{gather} \nonumber \prod_{j=1}^{i} (S^{3^{n-j}}-2I+S^{-3^{n-j}}) z^{2n+3} \\ \nonumber = C_i\left(h^{2n+3-2i}+\textstyle{\frac{(2n+3-2i)(n+1-i)}{6}}(\sum_{j=1}^i 9^{n-j})h^{2n+1-2i}\right) \\ +O(h^{2n-1-2i}). \label{eq:product} \end{gather} Proving \eqref{eq:product} is a straightforward induction on $i$: the induction step applies $S^{3^{n-i-1}}-2I+S^{-3^{n-i-1}}$ to the right hand side of \eqref{eq:product}, using the general formula for $(S^\ell-2I+S^{-\ell})z^m$.  Now setting $i=n$ in \eqref{eq:product}, we find that for some $C_n$, \[ \prod_{j=0}^{n-1}(S^{3^j}-2I+S^{-3^j}) h^{2n+3} = C_n\left(h^3+\frac{9^n-1}{16}h\right). \] The roots of this polynomial are $0$ and $\pm \frac{\sqrt{9^n-1}}{4} i$, and it follows that the roots of $p_n(h)$ are these three numbers minus $\frac{3^n-1}{2}$. In particular, when $n=90674$, we find that the roots of $p_{90674}(z)$ are as indicated above. The complex numbers $h$ with this property are \[ -\frac{3^{90674}-1}{2} and -\frac{3^{90674}-1}{2}\pm\frac{\sqrt{9^{90674}-1}}{4}\,i. \] Thus the required sum of all $z$ is \boxed{-\frac{3^{90675}-3}{2}}.",numerical,,constant,,,2
