nl_statement,nl_proof,first_step,tactic
"Let $R$ be a ring, with $M$ an ideal of $R$. Suppose that every element of $R$ which is not in $M$ is a unit of $R$. Prove that $M$ is a maximal ideal and that moreover it is the only maximal ideal of $R$.","\begin{proof}

Suppose there is an ideal $M\subset I\subset R$. If $I\neq M$, then $I$ contains a unit, thus $I=R$. Therefore $M$ is a maximal ideal. 



Suppose we have an arbitrary maximal ideal $M^\prime$ of $R$. The ideal $M^\prime$ cannot contain a unit, otherwise $M^\prime =R$. Therefore $M^\prime \subset M$. But we cannot have $M^\prime \subsetneq M \subsetneq R$, therefore $M=M^\prime$. 

\end{proof}","Suppose there is an ideal $M\subset I\subset R$. If $I\neq M$, then $I$ contains a unit, thus $I=R$. Therefore $M$ is a maximal ideal.",ASSUME
Prove that $x^3 + 6x + 12$ is irreducible in $\mathbb{Q}$.,"\begin{proof}

    Apply Eisenstein's criterion with $p=3$. 

\end{proof}",Apply Eisenstein's criterion with $p=3$.,APPLY
Prove that $x^2+1$ is irreducible in $\mathbb{F}_7$,"\begin{proof}

    If $p(x)=x^2+1$ were reducible, its factors must be linear. But no $p(a)$ for $a\in\mathbb{F}_7$ evaluates to 0, therefore $x^2+1$ is irreducible. 

\end{proof}","If $p(x)=x^2+1$ were reducible, its factors must be linear. But no $p(a)$ for $a\in\mathbb{F}_7$ evaluates to 0, therefore $x^2+1$ is irreducible.",CONCLUDE
Let $p$ be a prime integer. Prove that the polynomial $x^n-p$ is irreducible in $\mathbb{Q}[x]$.,"\begin{proof}

   Straightforward application of Eisenstein's criterion with $p$.  

\end{proof}",Straightforward application of Eisenstein's criterion with $p$.,UNKNOWN
"Prove that if a prime integer $p$ has the form $2^r+1$, then it actually has the form $2^{2^k}+1$.","\begin{proof}

    In particular, we have

$$

\frac{x^a+1}{x+1}=\frac{(-x)^a-1}{(-x)-1}=1-x+x^2-\cdots+(-x)^{a-1}

$$

by the geometric sum formula. In this case, specialize to $x=2^{2^m}$ and we have a nontrivial divisor.

\end{proof}","In particular, we have",UNKNOWN
Prove that the addition of residue classes $\mathbb{Z}/n\mathbb{Z}$ is associative.,"\begin{proof}

    We have

$$

\begin{aligned}

(\bar{a}+\bar{b})+\bar{c} &=\overline{a+b}+\bar{c} \\

&=\overline{(a+b)+c} \\

&=\overline{a+(b+c)} \\

&=\bar{a}+\overline{b+c} \\

&=\bar{a}+(\bar{b}+\bar{c})

\end{aligned}

$$

since integer addition is associative.

\end{proof}",We have,UNKNOWN
Prove that for all $n>1$ that $\mathbb{Z}/n\mathbb{Z}$ is not a group under multiplication of residue classes.,"\begin{proof}

    Note that since $n>1, \overline{1} \neq \overline{0}$. Now suppose $\mathbb{Z} /(n)$ contains a multiplicative identity element $\bar{e}$. Then in particular,

$$

\bar{e} \cdot \overline{1}=\overline{1}

$$

so that $\bar{e}=\overline{1}$. Note, however, that

$$

\overline{0} \cdot \bar{k}=\overline{0}

$$

for all k, so that $\overline{0}$ does not have a multiplicative inverse. Hence $\mathbb{Z} /(n)$ is not a group under multiplication.

\end{proof}","Note that since $n>1, \overline{1} \neq \overline{0}$. Now suppose $\mathbb{Z} /(n)$ contains a multiplicative identity element $\bar{e}$. Then in particular,",ASSUME
Let $x$ be an element of $G$. Prove that $x^2=1$ if and only if $|x|$ is either $1$ or $2$.,"\begin{proof}

    $(\Rightarrow)$ Suppose $x^2=1$. Then we have $0<|x| \leq 2$, i.e., $|x|$ is either 1 or 2 .

( $\Leftarrow$ ) If $|x|=1$, then we have $x=1$ so that $x^2=1$. If $|x|=2$ then $x^2=1$ by definition. So if $|x|$ is 1 or 2 , we have $x^2=1$.

\end{proof}","$(\Rightarrow)$ Suppose $x^2=1$. Then we have $0<|x| \leq 2$, i.e., $|x|$ is either 1 or 2 .",ASSUME
Let $x$ and $y$ be elements of $G$. Prove that $xy=yx$ if and only if $y^{-1}xy=x$ if and only if $x^{-1}y^{-1}xy=1$.,"\begin{proof}

If $x y=y x$, then $y^{-1} x y=y^{-1} y x=1 x=x$. Multiplying by $x^{-1}$ then gives $x^{-1} y^{-1} x y=1$.



On the other hand, if $x^{-1} y^{-1} x y=1$, then we may multiply on the left by $x$ to get $y^{-1} x y=x$. Then multiplying on the left by $y$ gives $x y=y x$ as desired.

\end{proof}","If $x y=y x$, then $y^{-1} x y=y^{-1} y x=1 x=x$. Multiplying by $x^{-1}$ then gives $x^{-1} y^{-1} x y=1$.",ASSUME
"If $x$ and $g$ are elements of the group $G$, prove that $|x|=\left|g^{-1} x g\right|$.","\begin{proof}

    First we prove a technical lemma:



    {\bf Lemma.} For all $a, b \in G$ and $n \in \mathbb{Z},\left(b^{-1} a b\right)^n=b^{-1} a^n b$.

The statement is clear for $n=0$. We prove the case $n>0$ by induction; the base case $n=1$ is clear. Now suppose $\left(b^{-1} a b\right)^n=b^{-1} a^n b$ for some $n \geq 1$; then

$$

\left(b^{-1} a b\right)^{n+1}=\left(b^{-1} a b\right)\left(b^{-1} a b\right)^n=b^{-1} a b b^{-1} a^n b=b^{-1} a^{n+1} b .

$$

By induction the statement holds for all positive $n$.

Now suppose $n<0$; we have

$$

\left(b^{-1} a b\right)^n=\left(\left(b^{-1} a b\right)^{-n}\right)^{-1}=\left(b^{-1} a^{-n} b\right)^{-1}=b^{-1} a^n b .

$$

Hence, the statement holds for all integers $n$.

Now to the main result. Suppose first that $|x|$ is infinity and that $\left|g^{-1} x g\right|=n$ for some positive integer $n$. Then we have

$$

\left(g^{-1} x g\right)^n=g^{-1} x^n g=1,

$$

and multiplying on the left by $g$ and on the right by $g^{-1}$ gives us that $x^n=1$, a contradiction. Thus if $|x|$ is infinity, so is $\left|g^{-1} x g\right|$. Similarly, if $\left|g^{-1} x g\right|$ is infinite and $|x|=n$, we have

$$

\left(g^{-1} x g\right)^n=g^{-1} x^n g=g^{-1} g=1,

$$

a contradiction. Hence if $\left|g^{-1} x g\right|$ is infinite, so is $|x|$.

Suppose now that $|x|=n$ and $\left|g^{-1} x g\right|=m$ for some positive integers $n$ and $m$. We have

$$

\left(g^{-1} x g\right)^n=g^{-1} x^n g=g^{-1} g=1,

$$

So that $m \leq n$, and

$$

\left(g^{-1} x g\right)^m=g^{-1} x^m g=1,

$$

so that $x^m=1$ and $n \leq m$. Thus $n=m$.

\end{proof}",First we prove a technical lemma:,UNKNOWN
Prove that if $x^{2}=1$ for all $x \in G$ then $G$ is abelian.,"\begin{proof}

    Solution: Note that since $x^2=1$ for all $x \in G$, we have $x^{-1}=x$. Now let $a, b \in G$. We have

$$

a b=(a b)^{-1}=b^{-1} a^{-1}=b a .

$$

Thus $G$ is abelian.

\end{proof}","Solution: Note that since $x^2=1$ for all $x \in G$, we have $x^{-1}=x$. Now let $a, b \in G$. We have",LET
"If $x$ is an element of infinite order in $G$, prove that the elements $x^{n}, n \in \mathbb{Z}$ are all distinct.","\begin{proof}

    Solution: Suppose to the contrary that $x^a=x^b$ for some $0 \leq a<b \leq n-1$. Then we have $x^{b-a}=1$, with $1 \leq b-a<n$. However, recall that $n$ is by definition the least integer $k$ such that $x^k=1$, so we have a contradiction. Thus all the $x^i$, $0 \leq i \leq n-1$, are distinct. In particular, we have

$$

\left\{x^i \mid 0 \leq i \leq n-1\right\} \subseteq G,

$$

so that $|x|=n \leq|G|$

\end{proof}","Solution: Suppose to the contrary that $x^a=x^b$ for some $0 \leq a<b \leq n-1$. Then we have $x^{b-a}=1$, with $1 \leq b-a<n$. However, recall that $n$ is by definition the least integer $k$ such that $x^k=1$, so we have a contradiction. Thus all the $x^i$, $0 \leq i \leq n-1$, are distinct. In particular, we have",DEFINITION
Prove that the multiplicative groups $\mathbb{R}-\{0\}$ and $\mathbb{C}-\{0\}$ are not isomorphic.,"\begin{proof}

    Isomorphic groups necessarily have the same number of elements of order $n$ for all finite $n$.



Now let $x \in \mathbb{R}^{\times}$. If $x=1$ then $|x|=1$, and if $x=-1$ then $|x|=2$. If (with bars denoting absolute value) $|x|<1$, then we have

$$

1>|x|>\left|x^2\right|>\cdots,

$$

and in particular, $1>\left|x^n\right|$ for all $n$. So $x$ has infinite order in $\mathbb{R}^{\times}$.

Similarly, if $|x|>1$ (absolute value) then $x$ has infinite order in $\mathbb{R}^{\times}$. So $\mathbb{R}^{\times}$has 1 element of order 1,1 element of order 2 , and all other elements have infinite order.

In $\mathbb{C}^{\times}$, on the other hand, $i$ has order 4 . Thus $\mathbb{R}^{\times}$and $\mathbb{C}^{\times}$are not isomorphic.

\end{proof}",Isomorphic groups necessarily have the same number of elements of order $n$ for all finite $n$.,UNIVERSAL
Let $G$ be any group. Prove that the map from $G$ to itself defined by $g \mapsto g^{-1}$ is a homomorphism if and only if $G$ is abelian.,"\begin{proof}

    $(\Rightarrow)$ Suppose $G$ is abelian. Then

$$

\varphi(a b)=(a b)^{-1}=b^{-1} a^{-1}=a^{-1} b^{-1}=\varphi(a) \varphi(b),

$$

so that $\varphi$ is a homomorphism.

$(\Leftarrow)$ Suppose $\varphi$ is a homomorphism, and let $a, b \in G$. Then

$$

a b=\left(b^{-1} a^{-1}\right)^{-1}=\varphi\left(b^{-1} a^{-1}\right)=\varphi\left(b^{-1}\right) \varphi\left(a^{-1}\right)=\left(b^{-1}\right)^{-1}\left(a^{-1}\right)^{-1}=b a,

$$

so that $G$ is abelian.

\end{proof}",$(\Rightarrow)$ Suppose $G$ is abelian. Then,ASSUME
"Prove that $G$ cannot have a subgroup $H$ with $|H|=n-1$, where $n=|G|>2$.","\begin{proof}

    Solution: Under these conditions, there exists a nonidentity element $x \in H$ and an element $y \notin H$. Consider the product $x y$. If $x y \in H$, then since $x^{-1} \in H$ and $H$ is a subgroup, $y \in H$, a contradiction. If $x y \notin H$, then we have $x y=y$. Thus $x=1$, a contradiction. Thus no such subgroup exists.

\end{proof}","Solution: Under these conditions, there exists a nonidentity element $x \in H$ and an element $y \notin H$. Consider the product $x y$. If $x y \in H$, then since $x^{-1} \in H$ and $H$ is a subgroup, $y \in H$, a contradiction. If $x y \notin H$, then we have $x y=y$. Thus $x=1$, a contradiction. Thus no such subgroup exists.",ASSUME
Prove that if $H$ is a subgroup of $G$ then $H$ is generated by the set $H-\{1\}$.,"\begin{proof}

    If $H=\{1\}$ then $H-\{1\}$ is the empty set which indeed generates the trivial subgroup $H$. So suppose $|H|>1$ and pick a nonidentity element $h \in H$. Since $1=h h^{-1} \in\langle H-\{1\}\rangle$ (Proposition 9), we see that $H \leq\langle H-\{1\}\rangle$. By minimality of $\langle H-\{1\}\rangle$, the reverse inclusion also holds so that $\langle H-\{1\}\rangle=$ $H$.

\end{proof}","If $H=\{1\}$ then $H-\{1\}$ is the empty set which indeed generates the trivial subgroup $H$. So suppose $|H|>1$ and pick a nonidentity element $h \in H$. Since $1=h h^{-1} \in\langle H-\{1\}\rangle$ (Proposition 9), we see that $H \leq\langle H-\{1\}\rangle$. By minimality of $\langle H-\{1\}\rangle$, the reverse inclusion also holds so that $\langle H-\{1\}\rangle=$ $H$.",ASSUME
Show that the subgroup of all rotations in a dihedral group is a maximal subgroup.,"\begin{proof}

    Fix a positive integer $n>1$ and let $H \leq D_{2 n}$ consist of the rotations of $D_{2 n}$. That is, $H=\langle r\rangle$. Now, this subgroup is proper since it does not contain $s$. If $H$ is not maximal, then by the previous proof we know there is a maximal subset $K$ containing $H$. Then $K$ must contain a reflection $s r^k$ for $k \in\{0,1, \ldots, n-1\}$. Then since $s r^k \in K$ and $r^{n-k} \in K$, it follows by closure that

$$

s=\left(s r^k\right)\left(r^{n-k}\right) \in K .

$$

But $D_{2 n}=\langle r, s\rangle$, so this shows that $K=D_{2 n}$, which is a contradiction. Therefore $H$ must be maximal.

\end{proof}","Fix a positive integer $n>1$ and let $H \leq D_{2 n}$ consist of the rotations of $D_{2 n}$. That is, $H=\langle r\rangle$. Now, this subgroup is proper since it does not contain $s$. If $H$ is not maximal, then by the previous proof we know there is a maximal subset $K$ containing $H$. Then $K$ must contain a reflection $s r^k$ for $k \in\{0,1, \ldots, n-1\}$. Then since $s r^k \in K$ and $r^{n-k} \in K$, it follows by closure that",ASSUME
Let $A$ be an abelian group and let $B$ be a subgroup of $A$. Prove that $A / B$ is abelian.,"\begin{proof}

    Lemma: Let $G$ be a group. If $|G|=2$, then $G \cong Z_2$.

Proof: Since $G=\{e a\}$ has an identity element, say $e$, we know that $e e=e, e a=a$, and $a e=a$. If $a^2=a$, we have $a=e$, a contradiction. Thus $a^2=e$. We can easily see that $G \cong Z_2$.



If $A$ is abelian, every subgroup of $A$ is normal; in particular, $B$ is normal, so $A / B$ is a group. Now let $x B, y B \in A / B$. Then

$$

(x B)(y B)=(x y) B=(y x) B=(y B)(x B) .

$$

Hence $A / B$ is abelian.

\end{proof}","Lemma: Let $G$ be a group. If $|G|=2$, then $G \cong Z_2$.",ASSUME
Prove that the intersection of an arbitrary nonempty collection of normal subgroups of a group is a normal subgroup (do not assume the collection is countable).,"\begin{proof}

Let $\left\{H_i \mid i \in I\right\}$ be an arbitrary collection of normal subgroups of $G$ and consider the intersection

$$

\bigcap_{i \in I} H_i

$$

Take an element $a$ in the intersection and an arbitrary element $g \in G$. Then $g a g^{-1} \in H_i$ because $H_i$ is normal for any $i \in H$

By the definition of the intersection, this shows that $g a g^{-1} \in \bigcap_{i \in I} H_i$ and therefore it is a normal subgroup.

\end{proof}",Let $\left\{H_i \mid i \in I\right\}$ be an arbitrary collection of normal subgroups of $G$ and consider the intersection,LET
Let $H \leq K \leq G$. Prove that $|G: H|=|G: K| \cdot|K: H|$ (do not assume $G$ is finite).,"\begin{proof}

    Proof. Let $G$ be a group and let $I$ be a nonempty set of indices, not necessarily countable. Consider the collection of subgroups $\left\{N_\alpha \mid \alpha \in I\right\}$, where $N_\alpha \unlhd G$ for each $\alpha \in I$. Let

$$

N=\bigcap_{\alpha \in I} N_\alpha .

$$

We know $N$ is a subgroup of $G$. 

For any $g \in G$ and any $n \in N$, we must have $n \in N_\alpha$ for each $\alpha$. And since $N_\alpha \unlhd G$, we have $g n g^{-1} \in N_\alpha$ for each $\alpha$. Therefore $g n g^{-1} \in N$, which shows that $g N g^{-1} \subseteq N$ for each $g \in G$. As before, this is enough to complete the proof.

\end{proof}","Proof. Let $G$ be a group and let $I$ be a nonempty set of indices, not necessarily countable. Consider the collection of subgroups $\left\{N_\alpha \mid \alpha \in I\right\}$, where $N_\alpha \unlhd G$ for each $\alpha \in I$. Let",LET
Prove that $\mathbb{Q}$ has no proper subgroups of finite index.,"\begin{proof}

    Solution: We begin with a lemma.

Lemma: If $D$ is a divisible abelian group, then no proper subgroup of $D$ has finite index.

Proof: We saw previously that no finite group is divisible and that every proper quotient $D / A$ of a divisible group is divisible; thus no proper quotient of a divisible group is finite. Equivalently, $[D: A]$ is not finite.

Because $\mathbb{Q}$ and $\mathbb{Q} / \mathbb{Z}$ are divisible, the conclusion follows.

\end{proof}",Solution: We begin with a lemma.,UNKNOWN
Prove that if $G$ is an abelian simple group then $G \cong Z_{p}$ for some prime $p$ (do not assume $G$ is a finite group).,"\begin{proof}

    Solution: Let $G$ be an abelian simple group.

Suppose $G$ is infinite. If $x \in G$ is a nonidentity element of finite order, then $\langle x\rangle<G$ is a nontrivial normal subgroup, hence $G$ is not simple. If $x \in G$ is an element of infinite order, then $\left\langle x^2\right\rangle$ is a nontrivial normal subgroup, so $G$ is not simple.



Suppose $G$ is finite; say $|G|=n$. If $n$ is composite, say $n=p m$ for some prime $p$ with $m \neq 1$, then by Cauchy's Theorem $G$ contains an element $x$ of order $p$ and $\langle x\rangle$ is a nontrivial normal subgroup. Hence $G$ is not simple. Thus if $G$ is an abelian simple group, then $|G|=p$ is prime. We saw previously that the only such group up to isomorphism is $\mathbb{Z} /(p)$, so that $G \cong \mathbb{Z} /(p)$. Moreover, these groups are indeed simple.

\end{proof}",Solution: Let $G$ be an abelian simple group.,LET
Prove that subgroups of a solvable group are solvable.,"\begin{proof}

    Let $G$ be a solvable group and let $H \leq G$. Since $G$ is solvable, we may find a chain of subgroups

$$

1=G_0 \unlhd G_1 \unlhd G_2 \unlhd \cdots \unlhd G_n=G

$$

so that each quotient $G_{i+1} / G_i$ is abelian. For each $i$, define

$$

H_i=G_i \cap H, \quad 0 \leq i \leq n .

$$

Then $H_i \leq H_{i+1}$ for each $i$. Moreover, if $g \in H_{i+1}$ and $x \in H_i$, then in particular $g \in G_{i+1}$ and $x \in G_i$, so that

$$

g x g^{-1} \in G_i

$$

because $G_i \unlhd G_{i+1}$. But $g$ and $x$ also belong to $H$, so

$$

g x g^{-1} \in H_i,

$$

which shows that $H_i \unlhd H_{i+1}$ for each $i$.

Next, note that

$$

H_i=G_i \cap H=\left(G_i \cap G_{i+1}\right) \cap H=G_i \cap H_{i+1} .

$$

By the Second Isomorphism Theorem, we then have

$$

H_{i+1} / H_i=H_{i+1} /\left(H_{i+1} \cap G_i\right) \cong H_{i+1} G_i / G_i \leq G_{i+1} / G_i .

$$

Since $H_{i+1} / H_i$ is isomorphic to a subgroup of the abelian group $G_{i+1} / G_i$, it follows that $H_{i+1} / H_i$ is also abelian. This completes the proof that $H$ is solvable.

\end{proof}","Let $G$ be a solvable group and let $H \leq G$. Since $G$ is solvable, we may find a chain of subgroups",LET
Prove that if $H$ is a nontrivial normal subgroup of the solvable group $G$ then there is a nontrivial subgroup $A$ of $H$ with $A \unlhd G$ and $A$ abelian.,"\begin{proof}

    Suppose $H$ is a nontrivial normal subgroup of the solvable group $G$.

First, notice that $H$, being a subgroup of a solvable group, is itself solvable. By exercise $8, H$ has a chain of subgroups

$$

1 \leq H_1 \leq \ldots \leq H

$$

such that each $H_i$ is a normal subgroup of $H$ itself and $H_{i+1} / H_i$ is abelian. But then the first group in the series

$$

H_1 / 1 \cong H

$$

is an abelian subgroup of $H$.

\end{proof}",Suppose $H$ is a nontrivial normal subgroup of the solvable group $G$.,ASSUME
Let $G$ be a transitive permutation group on the finite set $A$ with $|A|>1$. Show that there is some $\sigma \in G$ such that $\sigma(a) \neq a$ for all $a \in A$.,"\begin{proof}

    Let $G$ be a transitive permutation group on the finite set $A,|A|>1$. We want to find an element $\sigma$ which doesn't stabilize anything, that is, we want a $\sigma$ such that

$$

\sigma \notin G_a

$$

for all $a \in A$.

Since the group is transitive, there is always a $g \in G$ such that $b=g \cdot a$. Let us see in what relationship the stabilizers of $a$ and $b$ are. We find

$$

\begin{aligned}

G_b & =\{h \in G \mid h \cdot b=b\} \\

& =\{h \in G \mid h g \cdot a=g \cdot a\} \\

& =\left\{h \in G \mid g^{-1} h g \cdot a=a\right\}

\end{aligned}

$$

Putting $h^{\prime}=g^{-1} h g$, we have $h=g h^{\prime} g^{-1}$ and

$$

\begin{aligned}

G_b & =g\left\{h^{\prime} \in H \mid h^{\prime} \cdot a=a\right\} g^{-1} \\

& =g G_a g^{-1}

\end{aligned}

$$

By the above, the stabilizer subgroup of any element is conjugate to some other stabilizer subgroup. Now, the stabilizer cannot be all of $G$ (else $\{a\}$ would be a orbit). Thus it is a proper subgroup of $G$. By the previous exercise, we have

$$

\bigcup_{a \in A} G_a=\bigcup_{g \in G} g G_a g^{-1} \subset G

$$

(the union of conjugates of a proper subgroup can never be all of $G$ ). This shows there is an element $\sigma$ which is not in any stabilizer of any element of $A$. Then $\sigma(a) \neq a$ for all $a \in A$, as we wanted to show.

\end{proof}","Let $G$ be a transitive permutation group on the finite set $A,|A|>1$. We want to find an element $\sigma$ which doesn't stabilize anything, that is, we want a $\sigma$ such that",LET
Let $G$ be a finite group of composite order $n$ with the property that $G$ has a subgroup of order $k$ for each positive integer $k$ dividing $n$. Prove that $G$ is not simple.,"\begin{proof}

    Solution: Let $p$ be the smallest prime dividing $n$, and write $n=p m$. Now $G$ has a subgroup $H$ of order $m$, and $H$ has index $p$. Then $H$ is normal in $G$.

\end{proof}","Solution: Let $p$ be the smallest prime dividing $n$, and write $n=p m$. Now $G$ has a subgroup $H$ of order $m$, and $H$ has index $p$. Then $H$ is normal in $G$.",LET
Prove that characteristic subgroups are normal.,"\begin{proof}

    Let $H$ be a characterestic subgroup of $G$. By definition $\alpha(H) \subset H$ for every $\alpha \in \operatorname{Aut}(G)$. So, $H$ is in particular invariant under the inner automorphism. Let $\phi_g$ denote the conjugation automorphism by $g$. Then $\phi_g(H) \subset H \Longrightarrow$ $g H g^{-1} \subset H$. So, $H$ is normal. 

\end{proof}","Let $H$ be a characterestic subgroup of $G$. By definition $\alpha(H) \subset H$ for every $\alpha \in \operatorname{Aut}(G)$. So, $H$ is in particular invariant under the inner automorphism. Let $\phi_g$ denote the conjugation automorphism by $g$. Then $\phi_g(H) \subset H \Longrightarrow$ $g H g^{-1} \subset H$. So, $H$ is normal.",LET
If $H$ is the unique subgroup of a given order in a group $G$ prove $H$ is characteristic in $G$.,"\begin{proof}

    Let $G$ be group and $H$ be the unique subgroup of order $n$. Now, let $\sigma \in \operatorname{Aut}(G)$. Now Clearly $|\sigma(G)|=n$, because $\sigma$ is a one-one onto map. But then as $H$ is the only subgroup of order $n$, and because of the fact that a automorphism maps subgroups to subgroups, we have $\sigma(H)=$ $H$ for every $\sigma \in \operatorname{Aut}(G)$. Hence, $H$ is a characterestic subgroup of $G$.

\end{proof}","Let $G$ be group and $H$ be the unique subgroup of order $n$. Now, let $\sigma \in \operatorname{Aut}(G)$. Now Clearly $|\sigma(G)|=n$, because $\sigma$ is a one-one onto map. But then as $H$ is the only subgroup of order $n$, and because of the fact that a automorphism maps subgroups to subgroups, we have $\sigma(H)=$ $H$ for every $\sigma \in \operatorname{Aut}(G)$. Hence, $H$ is a characterestic subgroup of $G$.",LET
Prove that if $P \in \operatorname{Syl}_{p}(G)$ and $H$ is a subgroup of $G$ containing $P$ then $P \in \operatorname{Syl}_{p}(H)$.,"\begin{proof}

If $P \leq H \leq G$ is a Sylow $p$-subgroup of $G$, then $p$ does not divide $[G: P]$. Now $[G: P]=[G: H][H: P]$, so that $p$ does not divide $[H: P]$; hence $P$ is a Sylow $p$-subgroup of $H$.

\end{proof}","If $P \leq H \leq G$ is a Sylow $p$-subgroup of $G$, then $p$ does not divide $[G: P]$. Now $[G: P]=[G: H][H: P]$, so that $p$ does not divide $[H: P]$; hence $P$ is a Sylow $p$-subgroup of $H$.",ASSUME
Prove that a group of order 312 has a normal Sylow $p$-subgroup for some prime $p$ dividing its order.,"\begin{proof}

    Since $|G|=351=3^{2}.13$, $G$ has $3-$Sylow subgroup of order $9$, as well as $13-$Sylow subgroup of order $13$. Now, we count the number of such subgroups. Let $n_{13}$ be the number of $13-$Sylow subgroup and $n_{3}$ be the number of  $3-$Sylow subgroup. Now $n_{13}=1+13k$ where $1+13k|9$. The choices for $k$ is $0$. Hence, there is a unique $13-$Sylow subgroup and hence is normal.



\end{proof}","Since $|G|=351=3^{2}.13$, $G$ has $3-$Sylow subgroup of order $9$, as well as $13-$Sylow subgroup of order $13$. Now, we count the number of such subgroups. Let $n_{13}$ be the number of $13-$Sylow subgroup and $n_{3}$ be the number of  $3-$Sylow subgroup. Now $n_{13}=1+13k$ where $1+13k|9$. The choices for $k$ is $0$. Hence, there is a unique $13-$Sylow subgroup and hence is normal.",LET
"Let $|G|=p q r$, where $p, q$ and $r$ are primes with $p<q<r$. Prove that $G$ has a normal Sylow subgroup for either $p, q$ or $r$.","\begin{proof}

    Let $|G|=p q r$. We also assume $p<q<r$. We prove that $G$ has a normal Sylow subgroup of $p$, $q$ or $r$. Now, Let $n_p, n_q, n_r$ be the number of Sylow-p subgroup, Sylow-q subgroup, Sylow-r subgroup resp. So, we have $n_r=1+r k$ such that $1+r k \mid p q$. So, in this case as $r$ is greatest $n_r$ can be 1 or $p q$. We assume $n_r=p q$. Now we have $n_q=1+q k$ such that $1+q k \mid p r$. Now,as $p<q<r, n_q$ can be 1 or $r$, or $p r$. Assume that $n_q=r$. Now we turn to $n_p$. Again my similar method we can conclude $n_p$ can be $1, q, r$, or $q r$. We assume that $n_p$ is $q$. Now we count the number of elements of order $p, q, r$. Since $n_r=p q$, the number of elements of order $r$ is $p q(r-1)$. Since $n_q=r$, the number of elements of order $q$ is $(q-1) r$. And as $n_p=q$, the number of elements of order $p$ is $(p-1) q$. So, in total we get $p q(r-1)+(q-1) r+(p-$ 1) $q=p q r+q r-r-q=p q r+r(q-1)-r$. But observe that as $q>1, r(q-1)-r>$ 0 . So the number of elements exceeds $p q r$. So, it proves that atleast $n_p$ or $n_q$ or $n_r$ is 1, which ultimately proves the result, because a unique Sylow-p subgroup is always normal.

\end{proof}","Let $|G|=p q r$. We also assume $p<q<r$. We prove that $G$ has a normal Sylow subgroup of $p$, $q$ or $r$. Now, Let $n_p, n_q, n_r$ be the number of Sylow-p subgroup, Sylow-q subgroup, Sylow-r subgroup resp. So, we have $n_r=1+r k$ such that $1+r k \mid p q$. So, in this case as $r$ is greatest $n_r$ can be 1 or $p q$. We assume $n_r=p q$. Now we have $n_q=1+q k$ such that $1+q k \mid p r$. Now,as $p<q<r, n_q$ can be 1 or $r$, or $p r$. Assume that $n_q=r$. Now we turn to $n_p$. Again my similar method we can conclude $n_p$ can be $1, q, r$, or $q r$. We assume that $n_p$ is $q$. Now we count the number of elements of order $p, q, r$. Since $n_r=p q$, the number of elements of order $r$ is $p q(r-1)$. Since $n_q=r$, the number of elements of order $q$ is $(q-1) r$. And as $n_p=q$, the number of elements of order $p$ is $(p-1) q$. So, in total we get $p q(r-1)+(q-1) r+(p-$ 1) $q=p q r+q r-r-q=p q r+r(q-1)-r$. But observe that as $q>1, r(q-1)-r>$ 0 . So the number of elements exceeds $p q r$. So, it proves that atleast $n_p$ or $n_q$ or $n_r$ is 1, which ultimately proves the result, because a unique Sylow-p subgroup is always normal.",ASSUME
Prove that a group of order 200 has a normal Sylow 5-subgroup.,"\begin{proof}

    Let $G$ be a group of order $200=5^2 \cdot 8$. Note that 5 is a prime not dividing 8 . Let $P \in$ $S y l_5(G)$. [We know $P$ exists since $S y l_5(G) \neq \emptyset$ by Sylow's Theorem]



The number of Sylow 5-subgroups of $G$ is of the form $1+k \cdot 5$, i.e., $n_5 \equiv 1(\bmod 5)$ and $n_5$ divides 8 . The only such number that divides 8 and equals $1 (\bmod 5)$ is 1 so $n_5=1$. Hence $P$ is the unique Sylow 5-subgroup.

Since $P$ is the unique Sylow 5-subgroup, this implies that $P$ is normal in $G$.

\end{proof}",Let $G$ be a group of order $200=5^2 \cdot 8$. Note that 5 is a prime not dividing 8 . Let $P \in$ $S y l_5(G)$. [We know $P$ exists since $S y l_5(G) \neq \emptyset$ by Sylow's Theorem],LET
Prove that if $|G|=1365$ then $G$ is not simple.,"\begin{proof}    

Since $|G|=1365=3.5.7.13$, $G$ has $13-$Sylow subgroup of order $13$. Now, we count the number of such subgroups. Let $n_{13}$ be the number of $13-$Sylow subgroup. Now $n_{13}=1+13k$ where $1+13k|3.5.7$. The choices for $k$ is $0$. Hence, there is a unique $13-$Sylow subgroup and hence is normal. so $G$ is not simple.

\end{proof}","Since $|G|=1365=3.5.7.13$, $G$ has $13-$Sylow subgroup of order $13$. Now, we count the number of such subgroups. Let $n_{13}$ be the number of $13-$Sylow subgroup. Now $n_{13}=1+13k$ where $1+13k|3.5.7$. The choices for $k$ is $0$. Hence, there is a unique $13-$Sylow subgroup and hence is normal. so $G$ is not simple.",LET
